class_id,class_name,split,image_path,label_path,x_center,y_center,width,height
25,gulab_jamun,train,data/food_dataset/train/images/train5779-gulab_jamun.jpg,data/food_dataset/train/labels/train5779-gulab_jamun.txt,0.462241,0.833564,0.243582,0.304862
26,idli,train,data/food_dataset/train/images/train0002-idli.jpg,data/food_dataset/train/labels/train0002-idli.txt,0.503906,0.910937,0.217188,0.178125
26,idli,train,data/food_dataset/train/images/train10642-idli.jpg,data/food_dataset/train/labels/train10642-idli.txt,0.757207,0.804271,0.35741,0.391459
26,idli,train,data/food_dataset/train/images/train20767-idli.jpg,data/food_dataset/train/labels/train20767-idli.txt,0.564844,0.204687,0.497656,0.395313
26,idli,train,data/food_dataset/train/images/train2333-idli.jpg,data/food_dataset/train/labels/train2333-idli.txt,0.58952,0.465999,0.305707,0.234226
27,jalebi,valid,data/food_dataset/valid/images/valid5715-jalebi.jpg,data/food_dataset/valid/labels/valid5715-jalebi.txt,0.189844,0.076563,0.360156,0.152344
27,jalebi,test,data/food_dataset/test/images/test1540-jalebi.jpg,data/food_dataset/test/labels/test1540-jalebi.txt,0.475,0.426563,0.95,0.853125
27,jalebi,train,data/food_dataset/train/images/train27229-jalebi.jpg,data/food_dataset/train/labels/train27229-jalebi.txt,0.5,0.5,1.0,1.0
27,jalebi,train,data/food_dataset/train/images/train4927-jalebi.jpg,data/food_dataset/train/labels/train4927-jalebi.txt,0.575303,0.527464,0.849394,0.745488
28,kaara_chutney,train,data/food_dataset/train/images/train18550-kaara_chutney.jpg,data/food_dataset/train/labels/train18550-kaara_chutney.txt,0.59375,0.760938,0.607812,0.427344
28,kaara_chutney,train,data/food_dataset/train/images/train30257-kaara_chutney.jpg,data/food_dataset/train/labels/train30257-kaara_chutney.txt,0.458594,0.432031,0.401562,0.326562
28,kaara_chutney,train,data/food_dataset/train/images/train30323-kaara_chutney.jpg,data/food_dataset/train/labels/train30323-kaara_chutney.txt,0.726562,0.515625,0.279687,0.2375
28,kaara_chutney,train,data/food_dataset/train/images/train3734-kaara_chutney.jpg,data/food_dataset/train/labels/train3734-kaara_chutney.txt,0.942969,0.488281,0.113281,0.135156
29,kali,valid,data/food_dataset/valid/images/valid3458-kali.jpg,data/food_dataset/valid/labels/valid3458-kali.txt,0.508594,0.4875,0.982812,0.975
29,kali,test,data/food_dataset/test/images/test2142-kali.jpg,data/food_dataset/test/labels/test2142-kali.txt,0.642188,0.628906,0.363281,0.441406
29,kali,train,data/food_dataset/train/images/train30464-kali.jpg,data/food_dataset/train/labels/train30464-kali.txt,0.460938,0.647656,0.40625,0.444531
29,kali,train,data/food_dataset/train/images/train30509-kali.jpg,data/food_dataset/train/labels/train30509-kali.txt,0.423438,0.554688,0.551562,0.345313
30,kebab,train,data/food_dataset/train/images/train2634-kebab.jpg,data/food_dataset/train/labels/train2634-kebab.txt,0.33395,0.473944,0.511909,0.427402
30,kebab,train,data/food_dataset/train/images/train30687-kebab.jpg,data/food_dataset/train/labels/train30687-kebab.txt,0.55884,0.487249,0.670508,0.187701
30,kebab,train,data/food_dataset/train/images/train30764-kebab.jpg,data/food_dataset/train/labels/train30764-kebab.txt,0.49575,0.46131,0.319416,0.224534
30,kebab,train,data/food_dataset/train/images/train30774-kebab.jpg,data/food_dataset/train/labels/train30774-kebab.txt,0.653906,0.478125,0.209375,0.385156
31,khandvi,valid,data/food_dataset/valid/images/valid1049-khandvi.jpg,data/food_dataset/valid/labels/valid1049-khandvi.txt,0.373333,0.2925,0.666667,0.34
31,khandvi,train,data/food_dataset/train/images/train10061-khandvi.jpg,data/food_dataset/train/labels/train10061-khandvi.txt,0.59375,0.533333,0.795833,0.933333
31,khandvi,train,data/food_dataset/train/images/train3645-khandvi.jpg,data/food_dataset/train/labels/train3645-khandvi.txt,0.654167,0.515043,0.686108,0.740738
31,khandvi,train,data/food_dataset/train/images/train4209-khandvi.jpg,data/food_dataset/train/labels/train4209-khandvi.txt,0.521147,0.403278,0.78125,0.552386
32,kheer,train,data/food_dataset/train/images/train11078-kheer.jpg,data/food_dataset/train/labels/train11078-kheer.txt,0.294367,0.407376,0.34801,0.203078
32,kheer,train,data/food_dataset/train/images/train31057-kheer.jpg,data/food_dataset/train/labels/train31057-kheer.txt,0.486266,0.636752,0.822537,0.622323
32,kheer,train,data/food_dataset/train/images/train3978-kheer.jpg,data/food_dataset/train/labels/train3978-kheer.txt,0.485448,0.427877,0.961521,0.85559
32,kheer,train,data/food_dataset/train/images/train8782-kheer.jpg,data/food_dataset/train/labels/train8782-kheer.txt,0.387565,0.532892,0.595506,0.492501
33,koozh,train,data/food_dataset/train/images/train20855-koozh.jpg,data/food_dataset/train/labels/train20855-koozh.txt,0.522656,0.596875,0.954688,0.567187
33,koozh,train,data/food_dataset/train/images/train24935-koozh.jpg,data/food_dataset/train/labels/train24935-koozh.txt,0.213281,0.596875,0.208594,0.517969
33,koozh,train,data/food_dataset/train/images/train27478-koozh.jpg,data/food_dataset/train/labels/train27478-koozh.txt,0.278125,0.516406,0.348438,0.194531
33,koozh,train,data/food_dataset/train/images/train31296-koozh.jpg,data/food_dataset/train/labels/train31296-koozh.txt,0.178906,0.450781,0.203906,0.429688
34,kulfi,test,data/food_dataset/test/images/test1333-kulfi.jpg,data/food_dataset/test/labels/test1333-kulfi.txt,0.416899,0.453906,0.83227,0.907813
34,kulfi,train,data/food_dataset/train/images/train19142-kulfi.jpg,data/food_dataset/train/labels/train19142-kulfi.txt,0.473993,0.519284,0.278071,0.941973
34,kulfi,train,data/food_dataset/train/images/train2846-kulfi.jpg,data/food_dataset/train/labels/train2846-kulfi.txt,0.411835,0.59783,0.705754,0.702332
34,kulfi,train,data/food_dataset/train/images/train31442-kulfi.jpg,data/food_dataset/train/labels/train31442-kulfi.txt,0.578721,0.559908,0.842557,0.531693
35,lassi,train,data/food_dataset/train/images/train2554-lassi.jpg,data/food_dataset/train/labels/train2554-lassi.txt,0.510834,0.577335,0.971626,0.84533
35,lassi,train,data/food_dataset/train/images/train31646-lassi.jpg,data/food_dataset/train/labels/train31646-lassi.txt,0.417472,0.37749,0.287559,0.236463
35,lassi,train,data/food_dataset/train/images/train31662-lassi.jpg,data/food_dataset/train/labels/train31662-lassi.txt,0.417725,0.409341,0.717674,0.782204
35,lassi,train,data/food_dataset/train/images/train6641-lassi.jpg,data/food_dataset/train/labels/train6641-lassi.txt,0.548217,0.5266,0.783823,0.602644
36,lemon_rice,train,data/food_dataset/train/images/train27088-lemon_rice.jpg,data/food_dataset/train/labels/train27088-lemon_rice.txt,0.860938,0.539062,0.277344,0.346875
36,lemon_rice,train,data/food_dataset/train/images/train31873-lemon_rice.jpg,data/food_dataset/train/labels/train31873-lemon_rice.txt,0.609375,0.645312,0.542969,0.189844
36,lemon_rice,train,data/food_dataset/train/images/train4393-lemon_rice.jpg,data/food_dataset/train/labels/train4393-lemon_rice.txt,0.425781,0.521875,0.850781,0.945312
36,lemon_rice,train,data/food_dataset/train/images/train6804-lemon_rice.jpg,data/food_dataset/train/labels/train6804-lemon_rice.txt,0.495312,0.780469,0.839844,0.438281
37,medu_vada,valid,data/food_dataset/valid/images/valid4503-medu_vada.jpg,data/food_dataset/valid/labels/valid4503-medu_vada.txt,0.298594,0.586631,0.528828,0.601973
37,medu_vada,test,data/food_dataset/test/images/test2950-medu_vada.jpg,data/food_dataset/test/labels/test2950-medu_vada.txt,0.503906,0.584375,0.794531,0.467969
37,medu_vada,train,data/food_dataset/train/images/train15143-medu_vada.jpg,data/food_dataset/train/labels/train15143-medu_vada.txt,0.46875,0.407031,0.776563,0.808594
37,medu_vada,train,data/food_dataset/train/images/train3452-medu_vada.jpg,data/food_dataset/train/labels/train3452-medu_vada.txt,0.482812,0.486719,0.520312,0.448437
38,modak,valid,data/food_dataset/valid/images/valid3628-modak.jpg,data/food_dataset/valid/labels/valid3628-modak.txt,0.500781,0.5125,0.998437,0.921875
38,modak,train,data/food_dataset/train/images/train32073-modak.jpg,data/food_dataset/train/labels/train32073-modak.txt,0.289062,0.524219,0.571875,0.765625
38,modak,train,data/food_dataset/train/images/train32085-modak.jpg,data/food_dataset/train/labels/train32085-modak.txt,0.596094,0.232813,0.36875,0.373437
38,modak,train,data/food_dataset/train/images/train4548-modak.jpg,data/food_dataset/train/labels/train4548-modak.txt,0.360156,0.541406,0.446875,0.460938
39,mushroom_biryani,test,data/food_dataset/test/images/test2496-mushroom_biryani.jpg,data/food_dataset/test/labels/test2496-mushroom_biryani.txt,0.479687,0.541406,0.4125,0.73125
39,mushroom_biryani,train,data/food_dataset/train/images/train26223-mushroom_biryani.jpg,data/food_dataset/train/labels/train26223-mushroom_biryani.txt,0.458594,0.560937,0.819531,0.877344
39,mushroom_biryani,train,data/food_dataset/train/images/train32286-mushroom_biryani.jpg,data/food_dataset/train/labels/train32286-mushroom_biryani.txt,0.501563,0.490625,0.778906,0.771094
39,mushroom_biryani,train,data/food_dataset/train/images/train9895-mushroom_biryani.jpg,data/food_dataset/train/labels/train9895-mushroom_biryani.txt,0.5,0.532031,0.999219,0.755469
40,mutton_biryani,test,data/food_dataset/test/images/test0452-mutton_biryani.jpg,data/food_dataset/test/labels/test0452-mutton_biryani.txt,0.509375,0.522656,0.94375,0.841406
40,mutton_biryani,train,data/food_dataset/train/images/train32517-mutton_biryani.jpg,data/food_dataset/train/labels/train32517-mutton_biryani.txt,0.496094,0.523438,0.989062,0.953125
40,mutton_biryani,train,data/food_dataset/train/images/train32554-mutton_biryani.jpg,data/food_dataset/train/labels/train32554-mutton_biryani.txt,0.5,0.50625,1.0,0.98125
40,mutton_biryani,train,data/food_dataset/train/images/train32573-mutton_biryani.jpg,data/food_dataset/train/labels/train32573-mutton_biryani.txt,0.525781,0.520312,0.785937,0.959375
41,mutton_curry,test,data/food_dataset/test/images/test2843-mutton_curry.jpg,data/food_dataset/test/labels/test2843-mutton_curry.txt,0.516567,0.492969,0.821162,0.83125
41,mutton_curry,train,data/food_dataset/train/images/train15913-mutton_curry.jpg,data/food_dataset/train/labels/train15913-mutton_curry.txt,0.5,0.466406,1.0,0.932813
41,mutton_curry,train,data/food_dataset/train/images/train32683-mutton_curry.jpg,data/food_dataset/train/labels/train32683-mutton_curry.txt,0.498209,0.502349,0.996418,0.871864
41,mutton_curry,train,data/food_dataset/train/images/train8844-mutton_curry.jpg,data/food_dataset/train/labels/train8844-mutton_curry.txt,0.542969,0.51875,0.846094,0.921875
42,nandu_masala,test,data/food_dataset/test/images/test5353-nandu_masala.jpg,data/food_dataset/test/labels/test5353-nandu_masala.txt,0.515909,0.759222,0.929855,0.641112
42,nandu_masala,train,data/food_dataset/train/images/train32747-nandu_masala.jpg,data/food_dataset/train/labels/train32747-nandu_masala.txt,0.0,0.687343,0.964328,0.011972
42,nandu_masala,train,data/food_dataset/train/images/train32931-nandu_masala.jpg,data/food_dataset/train/labels/train32931-nandu_masala.txt,0.310156,0.521875,0.39375,0.934375
